outreach_priority,city_name,nome,phone,website,indirizzo,google_maps_url,hotelsdrop_url,slug,seo_indexable
low,Badia/Abtei,Albergo Dolomia,,https://www.albergodolomia.it/index_it.html,"Str. Pedraces, 25, 39036 Badia BZ",https://maps.google.com/?cid=7618452144023470810&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/albergo-dolomia-badia-abtei,albergo-dolomia-badia-abtei,true
low,Bagnara di Romagna,La casa di Hermes b&b,,https://www.instagram.com/lacasadihermes?igsh=Zm91bGhpbDg0NjRq,"Vicolo Brullo, 40026 Imola BO",https://maps.google.com/?cid=17750908508970075582&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/la-casa-di-hermes-b-b-bagnara-di-romagna,la-casa-di-hermes-b-b-bagnara-di-romagna,true
low,Bagni di Lucca,Hotel Pio X,,http://hotelpioxbagnidilucca.com.es/,"55022 Bagni di Lucca LU, Italia",https://maps.google.com/?cid=13679297209536622692&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/hotel-pio-x-bagni-di-lucca,hotel-pio-x-bagni-di-lucca,true
low,Bagnolo Cremasco,B&B Villa Benvenuti,,https://bb-villa-benvenuti.italyfun.top/,"Via Torre, 20, 26013 Crema CR",https://maps.google.com/?cid=1352831046124090361&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/b-b-villa-benvenuti-bagnolo-cremasco,b-b-villa-benvenuti-bagnolo-cremasco,true
low,Bagnolo di Po,theplatformrooms,,https://theplatformrooms.it/,"Piazzale della Castellina, 1, 44121 Ferrara FE",https://maps.google.com/?cid=3499201192981088775&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/theplatformrooms-bagnolo-di-po,theplatformrooms-bagnolo-di-po,true
low,Baiano,La Corte Dei Limoni,,https://cortedeilimoni.com/,"Via Libertà, 41, 83022 Baiano AV",https://maps.google.com/?cid=13827479620698264701&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/la-corte-dei-limoni-baiano,la-corte-dei-limoni-baiano,true
low,Balestrate,B&B I TRAMONTI DEL GOLFO,,https://relait.cyou/tramonti-del-golfo-ie4t4v,"Via Pio la Torre, 90041 Balestrate PA",https://maps.google.com/?cid=8372636376285872468&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/b-b-i-tramonti-del-golfo-balestrate,b-b-i-tramonti-del-golfo-balestrate,true
low,Balestrate,"Bed and Breakfast ""La casa sul mare """,,http://www.lacasasulmare.com/,"Via della Repubblica, 13, 90041 Balestrate PA",https://maps.google.com/?cid=18302470103022892120&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/bed-and-breakfast-la-casa-sul-mare-balestrate,bed-and-breakfast-la-casa-sul-mare-balestrate,true
low,Balestrate,Casa Quinzio B&B,,http://www.casaquinzio.it/,"Via D.d'Aosta, 99, 90041 Balestrate PA",https://maps.google.com/?cid=10318591949763329707&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/casa-quinzio-b-b-balestrate,casa-quinzio-b-b-balestrate,true
low,Balme,VILLA BELVEDERE,,https://abnb.me/dcXvYKhQB1,"Via Oulx, 12, 10059 Susa TO",https://maps.google.com/?cid=446966172206108405&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/villa-belvedere-balme,villa-belvedere-balme,true
low,Bannio Anzino,Il Camino,,https://www.booking.com/hotel/it/il-camino-bannio-anzino.it.html,"Via Spadina, 7, 28871 Bannio Anzino VB",https://maps.google.com/?cid=14420641584531284491&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/il-camino-bannio-anzino,il-camino-bannio-anzino,true
low,Baranzate,FrenzHouse Baranzate,,https://www.booking.com/hotel/it/frenzhouse-baranzate.it.html?label=gen173nr-1FCAsocUIUZnJlbnpob3VzZS1iYXJhbnphdGVIFFgEaHGIAQGYARS4ARjIAQzYAQHoAQH4AQOIAgGoAgS4Atu7l6AGwAIB0gIkNDA1ZDdjM2EtZDUyNC00NDQ4LWI2YjctMTNhYzk1YjAzOThi2AIF4AIB&sid=c37b9cd8b174baf48b907f53e20929ad&dist=0&keep_landing=1&sb_price_type=total&type=total&,"Via Nazario Sauro, 132, 20021 Baranzate MI",https://maps.google.com/?cid=9901292987755322269&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/frenzhouse-baranzate-baranzate,frenzhouse-baranzate-baranzate,true
low,Barbara,Stone farmhouse Bed & Breakfast,,https://www.booking.com/hotel/it/stone-farmhouse-in-moie.it.html,"Via Fiume, 6, 60030 Moie AN",https://maps.google.com/?cid=3066252524937966128&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/stone-farmhouse-bed-breakfast-barbara,stone-farmhouse-bed-breakfast-barbara,true
low,Barcis,La voce del tempo,,https://yusufrecommends.com/la-voce-del-tempo-italy,"Via Roma, 135, 33080 Erto e Casso PN",https://maps.google.com/?cid=2133708335980985069&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/la-voce-del-tempo-barcis,la-voce-del-tempo-barcis,true
low,Bard,Chambres d'Hôtes casa Margherita,,http://www.casamargheritavda.com/,"Frazione Tilly, 131, 11020 Tilly AO",https://maps.google.com/?cid=13897771766699200801&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/chambres-d-hotes-casa-margherita-bard,chambres-d-hotes-casa-margherita-bard,true
low,Barete,Un Passo Dal Cielo,,https://unpassodalcielo.tripcombined.com/,"Via dell'Aquila, 7, 67100 Collebrincioni AQ",https://maps.google.com/?cid=17430030629541672224&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/un-passo-dal-cielo-barete,un-passo-dal-cielo-barete,true
low,Barga,Friendly Hotel Affittacamere - Barga,,https://www.casacordatifriendlyhotel.com/,"Via di Mezzo, 17, 55051 Barga LU",https://maps.google.com/?cid=10413842421480757251&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/friendly-hotel-affittacamere-barga-barga,friendly-hotel-affittacamere-barga-barga,true
low,Barga,The Liberties Tuscany,,https://thelibertiestuscany.ie/,"Via Guglielmo Marconi, 33, 55051 Barga LU",https://maps.google.com/?cid=8367422855259892866&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/the-liberties-tuscany-barga,the-liberties-tuscany-barga,true
low,Barga,Zi' Rosa,,https://travelstays.eu/zi-39-rosa-italy,"Via Torino, 7, 55051 Barga LU",https://maps.google.com/?cid=17966397916991738540&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/zi-rosa-barga,zi-rosa-barga,true
low,Barrali,La Ghirielle,,http://airbnb.com/h/ghirielle,"Via Caduti di Nassirya, 24, 09020 Pimentel CA",https://maps.google.com/?cid=16829853987216442607&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/la-ghirielle-barrali,la-ghirielle-barrali,true
low,Bassano Romano,La Canonica - Country House Anna Fendi,,https://www.lacanonicadeifiori.eu/,01037 Ronciglione VT,https://maps.google.com/?cid=5361266613734985220&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/la-canonica-country-house-anna-fendi-bassano-romano,la-canonica-country-house-anna-fendi-bassano-romano,true
low,Bedero Valcuvia,Ca' Pelitti,,https://ca-pelitti.amolitalia.top/,"Via F. Pelitti, 4, 21039 Ganna VA",https://maps.google.com/?cid=9862129238033382922&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/ca-pelitti-bedero-valcuvia,ca-pelitti-bedero-valcuvia,true
low,Bedonia,Casale delle farfalle,,http://casaledellefarfalle.nl/,43059 Tornolo PR,https://maps.google.com/?cid=17593953426780938876&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/casale-delle-farfalle-bedonia,casale-delle-farfalle-bedonia,true
low,Belcastro,AGRITURISMO BORGO SANTA LUCIA - AGRITURISMO CROPANI,,http://www.agriturismoborgosantalucia.it/,"Contrada Santa Lucia, snc, 88051 Cropani CZ",https://maps.google.com/?cid=1693376449273629336&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/agriturismo-borgo-santa-lucia-agriturismo-cropan-belcastro,agriturismo-borgo-santa-lucia-agriturismo-cropan-belcastro,true
low,Belfiore,Dimora Belfiore,,https://www.booking.com/Share-qi0SLv,"Via Martiri di Belfiore, 10, 70022 Altamura BA",https://maps.google.com/?cid=9118090252071272409&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/dimora-belfiore-belfiore,dimora-belfiore-belfiore,true
low,Belforte all'Isauro,Residenza d'epoca San Girolamo Casa e Vacanza Location per Eventi Frontino,,https://easyit.cyou/country-lodge-e2gzbl,"Via San Girolamo, 61021 Frontino PU",https://maps.google.com/?cid=6879856980245036572&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/residenza-d-epoca-san-girolamo-casa-e-vacanza-lo-belforte-all-isauro,residenza-d-epoca-san-girolamo-casa-e-vacanza-lo-belforte-all-isauro,true
low,Belmonte Mezzagno,Stardust Home,,https://stardust.tripcombined.com/,"Vicolo Sciacca, 6, 90124 Palermo PA",https://maps.google.com/?cid=3278950735485457530&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/stardust-home-belmonte-mezzagno,stardust-home-belmonte-mezzagno,true
low,Belvedere di Spinello,L'Aurora,,https://english-garden-tours.eu/aurora-rocca-di-neto-italy,"Corso Umberto Primo, 218, 88821 Rocca di Neto KR",https://maps.google.com/?cid=816845459465653762&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/l-aurora-belvedere-di-spinello,l-aurora-belvedere-di-spinello,true
low,Belvedere di Spinello,La Dimora di Gioacchino,,https://www.la-dimora-di-gioacchino-san-giovanni-in-fiore.com/,"Via Frate Giuliano, 10, 87055 San Giovanni in Fiore CS",https://maps.google.com/?cid=13518841764953922783&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/la-dimora-di-gioacchino-belvedere-di-spinello,la-dimora-di-gioacchino-belvedere-di-spinello,true
low,Bergamo,B&b My Bergamo,,http://www.labella-lombardia.it/bb-my-bergamo/,"Galleria Fanzago, 3, 24121 Bergamo BG, Italia",https://maps.google.com/?cid=11553035226361681844&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/b-b-my-bergamo-bergamo,b-b-my-bergamo-bergamo,true
low,Bertiolo,B&B Salvia e Rosmarino,,https://bb-salvia-e-rosmarino.italytrip.top/,"Piazza Mercato, 7, 33032 Bertiolo UD",https://maps.google.com/?cid=1405450789625849885&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/b-b-salvia-e-rosmarino-bertiolo,b-b-salvia-e-rosmarino-bertiolo,true
low,Besana in Brianza,Villa Federica,,http://www.villafederica.it/,"Viale J. e R. Kennedy, 84, 20842 Valle Guidino MB",https://maps.google.com/?cid=16808686284665676041&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/villa-federica-besana-in-brianza,villa-federica-besana-in-brianza,true
low,Besano,Villa Rina,,https://rina.tripcombined.com/,"Via Roma, 106, 21050 Porto Ceresio VA",https://maps.google.com/?cid=13160492257622952390&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/villa-rina-besano,villa-rina-besano,true
low,Besozzo,B&B Quercia,,https://www.laquerciabb.com/,"Via Lago, 49, 21023 Besozzo VA",https://maps.google.com/?cid=16222250018066753226&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/b-b-quercia-besozzo,b-b-quercia-besozzo,true
low,Bevagna,La Casetta affittacamere,,https://www.booking.com/hotel/it/la-casetta-affittacamere.it.html,"Via Onofri, 5, 06031 Bevagna PG",https://maps.google.com/?cid=12584961003439050925&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/la-casetta-affittacamere-bevagna,la-casetta-affittacamere-bevagna,true
low,Binasco,Matteotti 46 - Bed & Breakfast,,https://www.airbnb.it/rooms/1012169875342703942?search_mode=regular_search&adults=1&check_in=2025-05-15&check_out=2025-05-20&children=0&infants=0&pets=0&source_impression_id=p3_1745583040_P3MagFbFbxA9hjz9&previous_page_section_name=1000&federated_search_id=0a83e072-db74-4364-b12b-2ebba97578ba,"Via G. Matteotti, 46, 20082 Binasco MI",https://maps.google.com/?cid=4027224135723914809&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/matteotti-46-bed-breakfast-binasco,matteotti-46-bed-breakfast-binasco,true
low,Bisacquino,L'Antico Casale,,https://amandastraveltips.com/l-39-antico-casale-bisacquino-italy,"Contrada Sacramento, 90032 Bisacquino PA",https://maps.google.com/?cid=9998569076968235275&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/l-antico-casale-bisacquino,l-antico-casale-bisacquino,true
low,Bitetto,Villa Nascente,,http://villa-nascente.org.es/,"SP207, 70020 Bitetto BA",https://maps.google.com/?cid=5115267149382571087&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/villa-nascente-bitetto,villa-nascente-bitetto,true
low,Bleggio Superiore,Piccolo Hotel Orlandi,,http://www.piccolohotelorlandi.it/,"Via Cesare Battisti, 198, 38077 Comano Terme TN",https://maps.google.com/?cid=5081063730007300434&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/piccolo-hotel-orlandi-bleggio-superiore,piccolo-hotel-orlandi-bleggio-superiore,true
low,Blessagno,Casa Gianna,,https://www.libro24.it/casa-gianna/,"Via alla Chiesa, 6, 22023 Castiglione D'intelvi CO",https://maps.google.com/?cid=16358236572439431067&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/casa-gianna-blessagno,casa-gianna-blessagno,true
low,Blevio,Locanda Bella Fra,,https://amandastraveltips.com/xxxxxxxx-italy,"Via E. Caronti, n.22, 22020 Blevio CO",https://maps.google.com/?cid=6283044958868966459&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/locanda-bella-fra-blevio,locanda-bella-fra-blevio,true
low,Blevio,Pietralago,,https://www.pietralago.it/,"Frazione Capovico, 28, 22020 Blevio CO",https://maps.google.com/?cid=4948560920106125476&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/pietralago-blevio,pietralago-blevio,true
low,Bolzano,Bolzano Rooms,,http://www.bolzanorooms.it/,"Via Brennero, 4, 39100 Bolzano BZ",https://maps.google.com/?cid=2254468353773382986&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/bolzano-rooms-bolzano,bolzano-rooms-bolzano,true
low,Bolzano,Iceman Room's Centrale,,https://hostingstay.eu/iceman-rooms-central-bolzano-italy/,"Via Museo, 35, 39100 Bolzano BZ",https://maps.google.com/?cid=11722400653733542327&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/iceman-room-s-centrale-bolzano,iceman-room-s-centrale-bolzano,true
low,Bolzano,Parkhotel Luna Mondschein,,http://www.parkhotelmondschein.com/,"Via Piave, 15, 39100 Bolzano BZ",https://maps.google.com/?cid=15333993308614778594&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/parkhotel-luna-mondschein-bolzano,parkhotel-luna-mondschein-bolzano,true
low,Bolzano Novarese,Eli's House,,https://staying-at.eu/eli-39-s-house-italy,"Via Santa Maria, 14, 28010 Bolzano Novarese NO",https://maps.google.com/?cid=13096412654692328058&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/eli-s-house-bolzano-novarese,eli-s-house-bolzano-novarese,true
low,Bomporto,B&B il salice,,https://www.locandaparadisoristorante.com/,"Str. Nazionale per Carpi Nord, 1388, 41123 Ganaceto MO",https://maps.google.com/?cid=10915259802678739686&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/b-b-il-salice-bomporto,b-b-il-salice-bomporto,true
low,Bonarcado,villa maria francesca srl,,https://www.samola.it/,"Via Deledda, 25, 09070 Bonarcado OR",https://maps.google.com/?cid=8324540351766219505&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/villa-maria-francesca-srl-bonarcado,villa-maria-francesca-srl-bonarcado,true
low,Borca di Cadore,Appartamento Sole,,https://hoteldetails.eu/appartamento-quot-sole-quot-italy,"Via della Chiesa, 10, 32040 Borca di Cadore BL",https://maps.google.com/?cid=12346169147898405376&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/appartamento-sole-borca-di-cadore,appartamento-sole-borca-di-cadore,true
low,Borghetto d'Arroscia,Agriturismo Borgo del Canto,,https://www.booking.com/hotel/it/borgo-del-canto-aquila-di-arroscia.it.html?label=gen173nr-10CAsocUIiYm9yZ28tZGVsLWNhbnRvLWFxdWlsYS1kaS1hcnJvc2NpYUgzWARocYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCr-acxQbAAgHSAiRjMDY0MjhjOC04MDI0LTQ5MDAtOGMwYS0xNDg5Yzk0MDY5NDDYAgHgAgE&sid=6eb7cd61b5e3989fabd1170e4c0c4b4a&dist=0&group_adults=2&group_children=0&keep_landing=1&no_rooms=1&sb_price_type=total&type=total&,"Borgata Canto, 14, 18028 Aquila d'Arroscia IM",https://maps.google.com/?cid=5205118328700978764&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/agriturismo-borgo-del-canto-borghetto-d-arroscia,agriturismo-borgo-del-canto-borghetto-d-arroscia,true
low,Borghi,Residence Borghi - Two-Bedroom Apartment,,https://www.bluepillow.it/search/6335f504314064d8ba358073?dest=bkng&cat=House&lat=39.81237&lng=15.80026&language=it,"87029 Scalea CS, Italia",https://maps.google.com/?cid=15753975210826216217&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/residence-borghi-two-bedroom-apartment-borghi,residence-borghi-two-bedroom-apartment-borghi,true
low,Borgio Verezzi,A Carubba du bungiurnu,,http://www.bungiurnu.it/,"Via Acquedotto, 3, 17022 Borgio Verezzi SV",https://maps.google.com/?cid=5137468602474282092&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/a-carubba-du-bungiurnu-borgio-verezzi,a-carubba-du-bungiurnu-borgio-verezzi,true
low,Borgo Valbelluna,Agriturismo Bon Tajer,,http://www.bontajer.it/,"Via Colderù, 112, 32026 Lentiai BL",https://maps.google.com/?cid=12814478677640423384&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/agriturismo-bon-tajer-borgo-valbelluna,agriturismo-bon-tajer-borgo-valbelluna,true
low,Borgo Valbelluna,Casa Rosetta,,https://hotelstays.eu/casa-rosetta-mel-italy,"Via Rive di Villa, 62, 32026 Borgo Valbelluna BL",https://maps.google.com/?cid=16925603266494125600&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/casa-rosetta-borgo-valbelluna,casa-rosetta-borgo-valbelluna,true
low,Borgo Virgilio,Al calypso,,https://al-calypso.touritaliani.top/,"Via Governolo, 11, 46010 Curtatone MN",https://maps.google.com/?cid=10110261404496549155&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/al-calypso-borgo-virgilio,al-calypso-borgo-virgilio,true
low,Borgomezzavalle,Dimora Storica Casa Vanni,,https://fioreit.cyou/dimora-storica-casa-7g3vbz,"Via Valeggia, 6, 28841 Borgomezzavalle VB",https://maps.google.com/?cid=12685385293200861165&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/dimora-storica-casa-vanni-borgomezzavalle,dimora-storica-casa-vanni-borgomezzavalle,true
low,Borgoricco,Villa Paradiso Borgoricco,,https://resvit.cyou/paradiso-borgoricco-z044po,"V. Menini, 31, 35010 San Michele delle Badesse PD",https://maps.google.com/?cid=6597549776433940857&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/villa-paradiso-borgoricco-borgoricco,villa-paradiso-borgoricco-borgoricco,true
low,Boroneddu,.,,http://www.sarughenoa.jimdo.com/,"Via Monsignor B. Zucca, 27, 09074 Ghilarza OR",https://maps.google.com/?cid=9260553893720041026&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/struttura-boroneddu,struttura-boroneddu,true
low,Borriana,La Robinera,,https://timothylovestotravel.com/la-robinera-italy,13887 Magnano BI,https://maps.google.com/?cid=13674978098639131831&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/la-robinera-borriana,la-robinera-borriana,true
low,Boscotrecase,Villa Delle Rose,,https://thetravelstay.com/villa-delle-rose-boscotrecase1-italy,"Via Ugo Foscolo, 7, 80042 Boscotrecase NA",https://maps.google.com/?cid=6223342873454938847&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/villa-delle-rose-boscotrecase,villa-delle-rose-boscotrecase,true
low,Bova Marina,Agriturismo RioRosa,,http://agriturismoriorosa.com.es/,89035 Bova Marina RC,https://maps.google.com/?cid=17486976084250868845&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/agriturismo-riorosa-bova-marina,agriturismo-riorosa-bova-marina,true
low,Bova Marina,B&B Shalom,,https://hotelit.cyou/shalom-place-h4kzaq,"S.da Statale 106 Jonica, 14, 89030 Condofuri Marina RC",https://maps.google.com/?cid=13146810105347246354&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/b-b-shalom-bova-marina,b-b-shalom-bova-marina,true
low,Bra,Porte ad Arco,,https://petrrecommends.eu/porte-ad-arco-italy,"Piazza Caduti per la Libertà, 29, 12042 Bra CN",https://maps.google.com/?cid=9746270221907613681&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/porte-ad-arco-bra,porte-ad-arco-bra,true
